"","county","county_code","year_code","month_code","preterm","non_preterm"
"1497","Niagara County, NY","36063",2010,9,12,160
"1498","Niagara County, NY","36063",2010,10,26,140
"1499","Niagara County, NY","36063",2010,11,0,133
"1500","Niagara County, NY","36063",2010,12,24,151
"1501","Niagara County, NY","36063",2011,1,10,137
"1502","Niagara County, NY","36063",2011,2,15,111
"1503","Niagara County, NY","36063",2011,3,19,116
"1504","Niagara County, NY","36063",2011,4,16,144
"1505","Niagara County, NY","36063",2011,5,14,141
"1506","Niagara County, NY","36063",2011,6,17,170
"1507","Niagara County, NY","36063",2011,7,0,144
"1508","Niagara County, NY","36063",2011,8,18,158
"1509","Niagara County, NY","36063",2011,9,22,182
"1510","Niagara County, NY","36063",2011,10,12,125
"1511","Niagara County, NY","36063",2011,11,17,130
"1512","Niagara County, NY","36063",2011,12,0,129
"1513","Niagara County, NY","36063",2012,1,10,113
"1514","Niagara County, NY","36063",2012,2,10,132
"1515","Niagara County, NY","36063",2012,3,30,133
"1516","Niagara County, NY","36063",2012,4,10,147
"1517","Niagara County, NY","36063",2012,5,24,165
"1518","Niagara County, NY","36063",2012,6,11,138
"1519","Niagara County, NY","36063",2012,7,0,141
"1520","Niagara County, NY","36063",2012,8,21,153
"1521","Niagara County, NY","36063",2012,9,16,137
"1522","Niagara County, NY","36063",2012,10,19,138
"1523","Niagara County, NY","36063",2012,11,17,117
"1524","Niagara County, NY","36063",2012,12,21,141
"1525","Niagara County, NY","36063",2013,1,16,135
"1526","Niagara County, NY","36063",2013,2,13,147
"1527","Niagara County, NY","36063",2013,3,14,140
"1528","Niagara County, NY","36063",2013,4,14,149
"1529","Niagara County, NY","36063",2013,5,0,140
"1530","Niagara County, NY","36063",2013,6,27,149
"1531","Niagara County, NY","36063",2013,7,13,167
"1532","Niagara County, NY","36063",2013,8,22,171
"1533","Niagara County, NY","36063",2013,9,16,129
"1534","Niagara County, NY","36063",2013,10,14,134
"1535","Niagara County, NY","36063",2013,11,17,122
"1536","Niagara County, NY","36063",2013,12,24,131
"1537","Niagara County, NY","36063",2014,1,16,145
"1538","Niagara County, NY","36063",2014,2,12,116
"1539","Niagara County, NY","36063",2014,3,0,151
"1540","Niagara County, NY","36063",2014,4,14,146
"1541","Niagara County, NY","36063",2014,5,21,153
"1542","Niagara County, NY","36063",2014,6,25,133
"1543","Niagara County, NY","36063",2014,7,18,159
"1544","Niagara County, NY","36063",2014,8,20,151
"1545","Niagara County, NY","36063",2014,9,32,129
"1546","Niagara County, NY","36063",2014,10,14,171
"1547","Niagara County, NY","36063",2014,11,10,142
"1548","Niagara County, NY","36063",2014,12,34,135
"1549","Niagara County, NY","36063",2015,1,0,127
"1550","Niagara County, NY","36063",2015,2,15,125
"1551","Niagara County, NY","36063",2015,3,10,157
"1552","Niagara County, NY","36063",2015,4,23,146
"1553","Niagara County, NY","36063",2015,5,26,147
"1554","Niagara County, NY","36063",2015,6,23,162
"1555","Niagara County, NY","36063",2015,7,24,138
"1556","Niagara County, NY","36063",2015,8,11,145
"1557","Niagara County, NY","36063",2015,9,17,144
"1558","Niagara County, NY","36063",2015,10,0,141
"1559","Niagara County, NY","36063",2015,11,14,143
"1560","Niagara County, NY","36063",2015,12,18,159
"1561","Niagara County, NY","36063",2016,1,19,118
"1562","Niagara County, NY","36063",2016,2,12,127
"1563","Niagara County, NY","36063",2016,3,12,137
"1564","Niagara County, NY","36063",2016,4,15,124
"1565","Niagara County, NY","36063",2016,5,13,140
"1566","Niagara County, NY","36063",2016,6,16,154
"1567","Niagara County, NY","36063",2016,7,30,155
"1568","Niagara County, NY","36063",2016,8,27,157
"1569","Niagara County, NY","36063",2016,9,13,151
"1570","Niagara County, NY","36063",2016,10,0,153
"1571","Niagara County, NY","36063",2016,11,10,123
"1572","Niagara County, NY","36063",2016,12,17,178
"1573","Niagara County, NY","36063",2017,1,17,116
"1574","Niagara County, NY","36063",2017,2,0,117
"1575","Niagara County, NY","36063",2017,3,21,134
"1576","Niagara County, NY","36063",2017,4,16,134
"1577","Niagara County, NY","36063",2017,5,14,167
"1578","Niagara County, NY","36063",2017,6,0,141
"1579","Niagara County, NY","36063",2017,7,11,161
"1580","Niagara County, NY","36063",2017,8,15,158
"1581","Niagara County, NY","36063",2017,9,27,139
"1582","Niagara County, NY","36063",2017,10,18,161
"1583","Niagara County, NY","36063",2017,11,13,141
"1584","Niagara County, NY","36063",2017,12,19,136
"1585","Oneida County, NY","36065",2007,1,20,195
"1586","Oneida County, NY","36065",2007,2,25,161
"1587","Oneida County, NY","36065",2007,3,30,174
"1588","Oneida County, NY","36065",2007,4,16,171
"1589","Oneida County, NY","36065",2007,5,20,193
"1590","Oneida County, NY","36065",2007,6,32,175
"1591","Oneida County, NY","36065",2007,7,24,187
"1592","Oneida County, NY","36065",2007,8,21,208
"1593","Oneida County, NY","36065",2007,9,12,178
"1594","Oneida County, NY","36065",2007,10,20,167
"1595","Oneida County, NY","36065",2007,11,17,171
"1596","Oneida County, NY","36065",2007,12,11,150
"1597","Oneida County, NY","36065",2008,1,11,191
"1598","Oneida County, NY","36065",2008,2,31,171
"1599","Oneida County, NY","36065",2008,3,11,176
"1600","Oneida County, NY","36065",2008,4,17,194
"1601","Oneida County, NY","36065",2008,5,20,180
"1602","Oneida County, NY","36065",2008,6,11,156
"1603","Oneida County, NY","36065",2008,7,22,186
"1604","Oneida County, NY","36065",2008,8,0,194
"1605","Oneida County, NY","36065",2008,9,14,186
"1606","Oneida County, NY","36065",2008,10,23,207
"1607","Oneida County, NY","36065",2008,11,14,145
"1608","Oneida County, NY","36065",2008,12,28,198
"1609","Oneida County, NY","36065",2009,1,15,157
"1610","Oneida County, NY","36065",2009,2,14,193
"1611","Oneida County, NY","36065",2009,3,15,204
"1612","Oneida County, NY","36065",2009,4,24,179
"1613","Oneida County, NY","36065",2009,5,11,180
"1614","Oneida County, NY","36065",2009,6,15,201
"1615","Oneida County, NY","36065",2009,7,25,196
"1616","Oneida County, NY","36065",2009,8,14,182
"1617","Oneida County, NY","36065",2009,9,15,179
"1618","Oneida County, NY","36065",2009,10,15,191
"1619","Oneida County, NY","36065",2009,11,25,174
"1620","Oneida County, NY","36065",2009,12,29,165
"1621","Oneida County, NY","36065",2010,1,11,174
"1622","Oneida County, NY","36065",2010,2,21,176
"1623","Oneida County, NY","36065",2010,3,18,190
"1624","Oneida County, NY","36065",2010,4,0,194
"1625","Oneida County, NY","36065",2010,5,0,193
"1626","Oneida County, NY","36065",2010,6,17,192
"1627","Oneida County, NY","36065",2010,7,23,196
"1628","Oneida County, NY","36065",2010,8,16,210
"1629","Oneida County, NY","36065",2010,9,11,181
"1630","Oneida County, NY","36065",2010,10,15,180
"1631","Oneida County, NY","36065",2010,11,0,187
"1632","Oneida County, NY","36065",2010,12,27,179
"1633","Oneida County, NY","36065",2011,1,16,156
"1634","Oneida County, NY","36065",2011,2,26,166
"1635","Oneida County, NY","36065",2011,3,27,186
"1636","Oneida County, NY","36065",2011,4,18,135
"1637","Oneida County, NY","36065",2011,5,15,207
"1638","Oneida County, NY","36065",2011,6,29,218
"1639","Oneida County, NY","36065",2011,7,13,226
"1640","Oneida County, NY","36065",2011,8,13,195
"1641","Oneida County, NY","36065",2011,9,0,186
"1642","Oneida County, NY","36065",2011,10,20,174
"1643","Oneida County, NY","36065",2011,11,25,183
"1644","Oneida County, NY","36065",2011,12,24,189
"1645","Oneida County, NY","36065",2012,1,19,158
"1646","Oneida County, NY","36065",2012,2,14,167
"1647","Oneida County, NY","36065",2012,3,11,171
"1648","Oneida County, NY","36065",2012,4,18,172
"1649","Oneida County, NY","36065",2012,5,20,158
"1650","Oneida County, NY","36065",2012,6,25,176
"1651","Oneida County, NY","36065",2012,7,14,203
"1652","Oneida County, NY","36065",2012,8,14,211
"1653","Oneida County, NY","36065",2012,9,29,169
"1654","Oneida County, NY","36065",2012,10,25,168
"1655","Oneida County, NY","36065",2012,11,23,183
"1656","Oneida County, NY","36065",2012,12,16,182
"1657","Oneida County, NY","36065",2013,1,17,161
"1658","Oneida County, NY","36065",2013,2,16,152
"1659","Oneida County, NY","36065",2013,3,29,168
"1660","Oneida County, NY","36065",2013,4,30,179
"1661","Oneida County, NY","36065",2013,5,0,212
"1662","Oneida County, NY","36065",2013,6,11,184
"1663","Oneida County, NY","36065",2013,7,25,212
"1664","Oneida County, NY","36065",2013,8,14,180
"1665","Oneida County, NY","36065",2013,9,19,181
"1666","Oneida County, NY","36065",2013,10,18,198
"1667","Oneida County, NY","36065",2013,11,13,182
"1668","Oneida County, NY","36065",2013,12,16,171
"1669","Oneida County, NY","36065",2014,1,22,158
"1670","Oneida County, NY","36065",2014,2,11,164
"1671","Oneida County, NY","36065",2014,3,0,167
"1672","Oneida County, NY","36065",2014,4,13,184
"1673","Oneida County, NY","36065",2014,5,23,162
"1674","Oneida County, NY","36065",2014,6,20,161
"1675","Oneida County, NY","36065",2014,7,17,218
"1676","Oneida County, NY","36065",2014,8,10,200
"1677","Oneida County, NY","36065",2014,9,12,168
"1678","Oneida County, NY","36065",2014,10,26,160
"1679","Oneida County, NY","36065",2014,11,10,166
"1680","Oneida County, NY","36065",2014,12,10,163
"1681","Oneida County, NY","36065",2015,1,15,164
"1682","Oneida County, NY","36065",2015,2,16,150
"1683","Oneida County, NY","36065",2015,3,29,167
"1684","Oneida County, NY","36065",2015,4,0,184
"1685","Oneida County, NY","36065",2015,5,10,180
"1686","Oneida County, NY","36065",2015,6,18,206
"1687","Oneida County, NY","36065",2015,7,15,189
"1688","Oneida County, NY","36065",2015,8,16,185
"1689","Oneida County, NY","36065",2015,9,12,200
"1690","Oneida County, NY","36065",2015,10,14,149
"1691","Oneida County, NY","36065",2015,11,27,177
"1692","Oneida County, NY","36065",2015,12,14,152
"1693","Oneida County, NY","36065",2016,1,15,165
"1694","Oneida County, NY","36065",2016,2,21,136
"1695","Oneida County, NY","36065",2016,3,25,168
"1696","Oneida County, NY","36065",2016,4,13,176
"1697","Oneida County, NY","36065",2016,5,16,164
"1698","Oneida County, NY","36065",2016,6,19,186
"1699","Oneida County, NY","36065",2016,7,13,187
"1700","Oneida County, NY","36065",2016,8,15,159
"1701","Oneida County, NY","36065",2016,9,24,172
"1702","Oneida County, NY","36065",2016,10,21,163
"1703","Oneida County, NY","36065",2016,11,13,158
"1704","Oneida County, NY","36065",2016,12,17,192
"1705","Oneida County, NY","36065",2017,1,15,139
"1706","Oneida County, NY","36065",2017,2,0,152
"1707","Oneida County, NY","36065",2017,3,12,150
"1708","Oneida County, NY","36065",2017,4,28,159
"1709","Oneida County, NY","36065",2017,5,41,181
"1710","Oneida County, NY","36065",2017,6,15,196
"1711","Oneida County, NY","36065",2017,7,21,189
"1712","Oneida County, NY","36065",2017,8,21,250
"1713","Oneida County, NY","36065",2017,9,15,177
"1714","Oneida County, NY","36065",2017,10,17,181
"1715","Oneida County, NY","36065",2017,11,15,163
"1716","Oneida County, NY","36065",2017,12,15,160
"1717","Onondaga County, NY","36067",2007,1,80,337
"1718","Onondaga County, NY","36067",2007,2,55,360
"1719","Onondaga County, NY","36067",2007,3,53,369
"1720","Onondaga County, NY","36067",2007,4,82,395
"1721","Onondaga County, NY","36067",2007,5,63,393
"1722","Onondaga County, NY","36067",2007,6,59,395
"1723","Onondaga County, NY","36067",2007,7,56,403
"1724","Onondaga County, NY","36067",2007,8,47,410
"1725","Onondaga County, NY","36067",2007,9,48,377
"1726","Onondaga County, NY","36067",2007,10,51,375
"1727","Onondaga County, NY","36067",2007,11,49,387
"1728","Onondaga County, NY","36067",2007,12,56,318
"1729","Onondaga County, NY","36067",2008,1,43,341
"1730","Onondaga County, NY","36067",2008,2,47,352
"1731","Onondaga County, NY","36067",2008,3,49,402
"1732","Onondaga County, NY","36067",2008,4,86,374
"1733","Onondaga County, NY","36067",2008,5,63,376
"1734","Onondaga County, NY","36067",2008,6,69,381
"1735","Onondaga County, NY","36067",2008,7,60,439
"1736","Onondaga County, NY","36067",2008,8,63,398
"1737","Onondaga County, NY","36067",2008,9,49,431
"1738","Onondaga County, NY","36067",2008,10,68,382
"1739","Onondaga County, NY","36067",2008,11,44,334
"1740","Onondaga County, NY","36067",2008,12,46,370
"1741","Onondaga County, NY","36067",2009,1,42,329
"1742","Onondaga County, NY","36067",2009,2,43,355
"1743","Onondaga County, NY","36067",2009,3,66,349
"1744","Onondaga County, NY","36067",2009,4,58,395
"1745","Onondaga County, NY","36067",2009,5,74,421
"1746","Onondaga County, NY","36067",2009,6,68,358
"1747","Onondaga County, NY","36067",2009,7,49,435
"1748","Onondaga County, NY","36067",2009,8,64,418
"1749","Onondaga County, NY","36067",2009,9,47,421
"1750","Onondaga County, NY","36067",2009,10,45,369
"1751","Onondaga County, NY","36067",2009,11,42,334
"1752","Onondaga County, NY","36067",2009,12,45,346
"1753","Onondaga County, NY","36067",2010,1,45,350
"1754","Onondaga County, NY","36067",2010,2,44,340
"1755","Onondaga County, NY","36067",2010,3,63,420
"1756","Onondaga County, NY","36067",2010,4,58,361
"1757","Onondaga County, NY","36067",2010,5,52,354
"1758","Onondaga County, NY","36067",2010,6,39,416
"1759","Onondaga County, NY","36067",2010,7,66,406
"1760","Onondaga County, NY","36067",2010,8,44,379
"1761","Onondaga County, NY","36067",2010,9,54,371
"1762","Onondaga County, NY","36067",2010,10,45,361
"1763","Onondaga County, NY","36067",2010,11,55,356
"1764","Onondaga County, NY","36067",2010,12,50,336
"1765","Onondaga County, NY","36067",2011,1,52,349
"1766","Onondaga County, NY","36067",2011,2,29,334
"1767","Onondaga County, NY","36067",2011,3,45,374
"1768","Onondaga County, NY","36067",2011,4,32,385
"1769","Onondaga County, NY","36067",2011,5,66,395
"1770","Onondaga County, NY","36067",2011,6,58,383
"1771","Onondaga County, NY","36067",2011,7,47,396
"1772","Onondaga County, NY","36067",2011,8,49,445
"1773","Onondaga County, NY","36067",2011,9,73,376
"1774","Onondaga County, NY","36067",2011,10,48,382
"1775","Onondaga County, NY","36067",2011,11,39,375
"1776","Onondaga County, NY","36067",2011,12,43,368
"1777","Onondaga County, NY","36067",2012,1,54,331
"1778","Onondaga County, NY","36067",2012,2,39,374
"1779","Onondaga County, NY","36067",2012,3,50,369
"1780","Onondaga County, NY","36067",2012,4,43,368
"1781","Onondaga County, NY","36067",2012,5,56,392
"1782","Onondaga County, NY","36067",2012,6,49,362
"1783","Onondaga County, NY","36067",2012,7,64,404
"1784","Onondaga County, NY","36067",2012,8,40,392
"1785","Onondaga County, NY","36067",2012,9,63,393
"1786","Onondaga County, NY","36067",2012,10,46,396
"1787","Onondaga County, NY","36067",2012,11,46,319
"1788","Onondaga County, NY","36067",2012,12,68,344
"1789","Onondaga County, NY","36067",2013,1,58,388
"1790","Onondaga County, NY","36067",2013,2,45,369
"1791","Onondaga County, NY","36067",2013,3,39,339
"1792","Onondaga County, NY","36067",2013,4,50,360
"1793","Onondaga County, NY","36067",2013,5,31,392
"1794","Onondaga County, NY","36067",2013,6,50,382
"1795","Onondaga County, NY","36067",2013,7,42,373
"1796","Onondaga County, NY","36067",2013,8,55,383
"1797","Onondaga County, NY","36067",2013,9,26,356
"1798","Onondaga County, NY","36067",2013,10,52,377
"1799","Onondaga County, NY","36067",2013,11,49,339
"1800","Onondaga County, NY","36067",2013,12,39,350
"1801","Onondaga County, NY","36067",2014,1,41,336
"1802","Onondaga County, NY","36067",2014,2,47,300
"1803","Onondaga County, NY","36067",2014,3,42,364
"1804","Onondaga County, NY","36067",2014,4,38,339
"1805","Onondaga County, NY","36067",2014,5,43,404
"1806","Onondaga County, NY","36067",2014,6,60,367
"1807","Onondaga County, NY","36067",2014,7,49,408
"1808","Onondaga County, NY","36067",2014,8,54,440
"1809","Onondaga County, NY","36067",2014,9,43,397
"1810","Onondaga County, NY","36067",2014,10,29,359
"1811","Onondaga County, NY","36067",2014,11,45,362
"1812","Onondaga County, NY","36067",2014,12,49,371
"1813","Onondaga County, NY","36067",2015,1,40,358
"1814","Onondaga County, NY","36067",2015,2,37,331
"1815","Onondaga County, NY","36067",2015,3,45,359
"1816","Onondaga County, NY","36067",2015,4,51,353
"1817","Onondaga County, NY","36067",2015,5,69,365
"1818","Onondaga County, NY","36067",2015,6,56,365
"1819","Onondaga County, NY","36067",2015,7,56,422
"1820","Onondaga County, NY","36067",2015,8,65,415
"1821","Onondaga County, NY","36067",2015,9,38,381
"1822","Onondaga County, NY","36067",2015,10,35,377
