"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	Births	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"33 weeks"	"33"	12	1961.92	28.83	33.17	33.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"34 weeks"	"34"	18	2214.50	28.39	34.78	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"35 weeks"	"35"	62	2505.02	28.92	35.24	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"36 weeks"	"36"	74	2705.88	27.58	36.81	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"37 weeks"	"37"	123	3010.71	27.16	37.54	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"38 weeks"	"38"	290	3245.38	28.16	38.48	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"39 weeks"	"39"	507	3429.51	27.49	39.16	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"40 weeks"	"40"	459	3568.20	26.36	40.09	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"41 weeks"	"41"	170	3691.48	26.29	40.77	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"42 weeks"	"42"	13	3612.00	26.38	41.54	42.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"January"	"1"	"Unknown"	"99"	14	3572.50	28.64	39.00	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"February"	"2"	"32 weeks"	"32"	11	2145.55	31.73	33.09	32.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"February"	"2"	"33 weeks"	"33"	14	1933.64	26.29	33.14	33.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"February"	"2"	"34 weeks"	"34"	21	2196.19	28.00	33.86	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"February"	"2"	"35 weeks"	"35"	35	2559.31	26.31	35.29	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"February"	"2"	"36 weeks"	"36"	60	2815.38	28.00	36.10	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"February"	"2"	"37 weeks"	"37"	107	3057.15	26.44	37.50	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"February"	"2"	"38 weeks"	"38"	279	3273.32	27.86	38.48	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"February"	"2"	"39 weeks"	"39"	507	3397.20	27.63	39.01	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"February"	"2"	"40 weeks"	"40"	449	3562.12	26.47	40.22	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"February"	"2"	"41 weeks"	"41"	141	3726.14	26.65	41.11	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"March"	"3"	"34 weeks"	"34"	23	2393.57	29.52	34.04	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"March"	"3"	"35 weeks"	"35"	38	2613.13	30.00	35.66	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"March"	"3"	"36 weeks"	"36"	59	2859.76	26.93	36.83	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"March"	"3"	"37 weeks"	"37"	147	3064.53	27.12	37.39	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"March"	"3"	"38 weeks"	"38"	312	3275.27	27.85	38.33	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"March"	"3"	"39 weeks"	"39"	486	3479.29	27.63	39.23	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"March"	"3"	"40 weeks"	"40"	449	3549.60	26.78	40.15	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"March"	"3"	"41 weeks"	"41"	129	3704.05	26.19	40.69	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"March"	"3"	"Unknown"	"99"	13	3682.12	28.31	40.00	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"April"	"4"	"34 weeks"	"34"	12	2260.92	28.25	34.17	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"April"	"4"	"35 weeks"	"35"	30	2606.47	27.70	35.33	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"April"	"4"	"36 weeks"	"36"	61	2718.15	27.23	35.90	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"April"	"4"	"37 weeks"	"37"	133	3040.21	27.25	37.76	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"April"	"4"	"38 weeks"	"38"	356	3275.03	27.89	38.46	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"April"	"4"	"39 weeks"	"39"	522	3432.24	27.58	39.11	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"April"	"4"	"40 weeks"	"40"	474	3552.12	26.87	40.04	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"April"	"4"	"41 weeks"	"41"	142	3727.31	27.08	41.10	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"April"	"4"	"42 weeks"	"42"	10	3652.10	28.40	41.50	42.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"April"	"4"	"Unknown"	"99"	16	3409.00	29.31	39.88	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"May"	"5"	"35 weeks"	"35"	38	2677.71	26.76	35.55	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"May"	"5"	"36 weeks"	"36"	82	2793.51	27.83	36.52	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"May"	"5"	"37 weeks"	"37"	135	3058.16	27.76	37.29	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"May"	"5"	"38 weeks"	"38"	318	3293.97	28.07	38.46	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"May"	"5"	"39 weeks"	"39"	565	3482.45	27.76	39.16	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"May"	"5"	"40 weeks"	"40"	475	3555.91	27.09	40.07	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"May"	"5"	"41 weeks"	"41"	164	3755.17	27.05	40.98	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"May"	"5"	"42 weeks"	"42"	13	3869.08	29.08	40.69	42.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"May"	"5"	"Unknown"	"99"	14	3515.44	28.07	38.25	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"31 weeks"	"31"	10	1755.80	28.10	31.10	31.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"32 weeks"	"32"	10	1756.40	27.70	31.90	32.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"33 weeks"	"33"	20	2103.55	26.75	33.70	33.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"34 weeks"	"34"	17	2248.29	24.41	34.47	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"35 weeks"	"35"	35	2436.63	26.74	34.94	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"36 weeks"	"36"	50	2870.62	27.96	36.74	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"37 weeks"	"37"	115	2996.43	27.08	37.43	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"38 weeks"	"38"	310	3328.94	27.22	38.57	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"39 weeks"	"39"	593	3443.81	27.23	39.19	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"40 weeks"	"40"	493	3540.32	26.82	40.13	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"41 weeks"	"41"	147	3654.44	26.46	40.78	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"June"	"6"	"Unknown"	"99"	15	3454.71	32.60	40.00	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"32 weeks"	"32"	12	1849.33	30.50	32.17	32.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"33 weeks"	"33"	11	2237.09	25.00	35.00	33.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"34 weeks"	"34"	17	2253.82	25.88	34.47	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"35 weeks"	"35"	35	2448.83	28.49	35.40	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"36 weeks"	"36"	58	2774.14	27.48	36.71	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"37 weeks"	"37"	144	3065.65	28.67	37.68	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"38 weeks"	"38"	325	3280.45	27.09	38.44	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"39 weeks"	"39"	558	3461.28	27.72	39.18	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"40 weeks"	"40"	491	3561.14	26.71	39.98	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"41 weeks"	"41"	175	3653.33	27.24	40.91	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"42 weeks"	"42"	12	3795.67	27.58	41.58	42.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"July"	"7"	"Unknown"	"99"	11	3780.00	31.27	40.50	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"August"	"8"	"33 weeks"	"33"	16	1965.44	26.75	33.81	33.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"August"	"8"	"34 weeks"	"34"	17	2307.65	26.29	35.47	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"August"	"8"	"35 weeks"	"35"	42	2542.76	28.48	35.52	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"August"	"8"	"36 weeks"	"36"	64	2760.36	27.27	36.38	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"August"	"8"	"37 weeks"	"37"	152	2991.03	27.53	37.71	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"August"	"8"	"38 weeks"	"38"	321	3290.06	27.97	38.32	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"August"	"8"	"39 weeks"	"39"	545	3424.28	27.55	39.04	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"August"	"8"	"40 weeks"	"40"	506	3549.26	26.67	40.09	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"August"	"8"	"41 weeks"	"41"	153	3651.12	26.39	41.21	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"September"	"9"	"34 weeks"	"34"	22	2237.27	29.91	34.18	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"September"	"9"	"35 weeks"	"35"	28	2593.00	28.21	35.43	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"September"	"9"	"36 weeks"	"36"	57	2706.21	27.23	36.74	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"September"	"9"	"37 weeks"	"37"	132	2994.62	27.10	37.75	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"September"	"9"	"38 weeks"	"38"	302	3219.12	28.01	38.40	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"September"	"9"	"39 weeks"	"39"	554	3455.13	27.34	39.39	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"September"	"9"	"40 weeks"	"40"	490	3561.00	26.80	40.12	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"September"	"9"	"41 weeks"	"41"	155	3598.01	26.22	40.86	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"September"	"9"	"Unknown"	"99"	15	3697.00	29.67	40.00	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"October"	"10"	"34 weeks"	"34"	10	2281.40	28.10	34.80	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"October"	"10"	"35 weeks"	"35"	32	2603.09	26.56	35.94	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"October"	"10"	"36 weeks"	"36"	61	2814.67	28.43	36.54	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"October"	"10"	"37 weeks"	"37"	131	3000.67	27.50	37.49	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"October"	"10"	"38 weeks"	"38"	268	3307.57	28.13	38.38	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"October"	"10"	"39 weeks"	"39"	555	3444.18	27.72	39.10	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"October"	"10"	"40 weeks"	"40"	513	3582.93	26.98	40.02	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"October"	"10"	"41 weeks"	"41"	157	3707.01	25.15	41.03	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"October"	"10"	"42 weeks"	"42"	16	3834.81	26.94	41.38	42.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"October"	"10"	"Unknown"	"99"	13	3368.83	27.54	38.60	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"32 weeks"	"32"	11	1816.73	34.55	31.91	32.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"33 weeks"	"33"	10	1951.30	34.00	33.90	33.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"34 weeks"	"34"	17	2229.29	28.88	35.35	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"35 weeks"	"35"	29	2643.90	29.31	35.72	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"36 weeks"	"36"	59	2815.49	28.68	36.42	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"37 weeks"	"37"	97	3019.43	27.39	37.21	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"38 weeks"	"38"	267	3293.19	27.89	38.46	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"39 weeks"	"39"	491	3482.53	27.71	39.29	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"40 weeks"	"40"	417	3524.59	26.64	40.11	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"41 weeks"	"41"	127	3639.12	26.65	40.77	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"42 weeks"	"42"	19	3743.32	27.32	41.21	42.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"November"	"11"	"Unknown"	"99"	10	3636.00	31.70	40.50	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"33 weeks"	"33"	12	1984.42	27.92	33.67	33.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"34 weeks"	"34"	24	2338.04	26.62	34.00	34.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"35 weeks"	"35"	22	2506.82	31.00	34.73	35.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"36 weeks"	"36"	50	2877.80	26.92	36.64	36.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"37 weeks"	"37"	98	3040.30	27.33	37.49	37.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"38 weeks"	"38"	275	3314.91	27.71	38.41	38.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"39 weeks"	"39"	561	3422.73	27.16	39.29	39.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"40 weeks"	"40"	424	3586.39	26.64	40.04	40.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"41 weeks"	"41"	160	3699.60	26.59	40.93	41.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"42 weeks"	"42"	10	3564.70	25.10	41.70	42.00
	"Unidentified Counties, NY"	"36999"	"2008"	"2008"	"December"	"12"	"Unknown"	"99"	21	3159.57	31.05	36.25	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"January"	"1"	"34 weeks"	"34"	20	2298.60	27.85	34.20	34.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"January"	"1"	"35 weeks"	"35"	37	2483.30	28.32	35.76	35.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"January"	"1"	"36 weeks"	"36"	38	2776.05	28.47	37.00	36.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"January"	"1"	"37 weeks"	"37"	118	2975.24	27.84	37.54	37.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"January"	"1"	"38 weeks"	"38"	281	3230.71	27.32	38.46	38.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"January"	"1"	"39 weeks"	"39"	531	3412.08	27.38	39.14	39.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"January"	"1"	"40 weeks"	"40"	425	3558.65	26.88	40.02	40.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"January"	"1"	"41 weeks"	"41"	148	3593.92	26.73	41.01	41.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"January"	"1"	"42 weeks"	"42"	13	3607.31	29.15	41.08	42.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"January"	"1"	"Unknown"	"99"	18	3801.25	28.94	39.36	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"February"	"2"	"34 weeks"	"34"	16	2169.06	26.44	34.56	34.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"February"	"2"	"35 weeks"	"35"	26	2565.00	28.00	36.08	35.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"February"	"2"	"36 weeks"	"36"	60	2685.03	27.88	36.50	36.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"February"	"2"	"37 weeks"	"37"	98	3022.51	28.03	37.38	37.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"February"	"2"	"38 weeks"	"38"	275	3257.24	27.97	38.31	38.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"February"	"2"	"39 weeks"	"39"	495	3495.49	27.06	39.19	39.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"February"	"2"	"40 weeks"	"40"	410	3528.51	26.20	40.01	40.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"February"	"2"	"41 weeks"	"41"	139	3699.66	26.86	40.93	41.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"February"	"2"	"42 weeks"	"42"	10	3764.50	24.00	42.00	42.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"February"	"2"	"Unknown"	"99"	14	3714.00	30.21	40.75	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"March"	"3"	"33 weeks"	"33"	13	1892.85	26.46	33.38	33.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"March"	"3"	"34 weeks"	"34"	21	2370.62	25.43	35.38	34.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"March"	"3"	"35 weeks"	"35"	33	2501.18	27.97	35.70	35.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"March"	"3"	"36 weeks"	"36"	55	2770.44	27.29	36.29	36.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"March"	"3"	"37 weeks"	"37"	106	3032.97	27.34	37.72	37.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"March"	"3"	"38 weeks"	"38"	283	3275.46	27.68	38.24	38.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"March"	"3"	"39 weeks"	"39"	534	3442.76	27.31	39.19	39.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"March"	"3"	"40 weeks"	"40"	470	3579.83	26.43	40.05	40.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"March"	"3"	"41 weeks"	"41"	137	3654.77	26.57	40.69	41.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"March"	"3"	"Unknown"	"99"	13	3458.67	32.46	40.00	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"32 weeks"	"32"	10	1658.10	26.90	32.10	32.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"33 weeks"	"33"	10	1983.40	29.20	32.80	33.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"34 weeks"	"34"	20	2454.95	28.65	33.80	34.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"35 weeks"	"35"	39	2623.82	28.26	35.97	35.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"36 weeks"	"36"	78	2828.68	28.14	36.25	36.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"37 weeks"	"37"	139	3055.33	27.78	37.40	37.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"38 weeks"	"38"	275	3334.94	28.04	38.29	38.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"39 weeks"	"39"	545	3448.99	27.42	39.26	39.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"40 weeks"	"40"	468	3570.10	26.72	40.07	40.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"41 weeks"	"41"	149	3718.42	26.97	40.70	41.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"42 weeks"	"42"	10	3682.50	28.70	41.50	42.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"April"	"4"	"Unknown"	"99"	25	3288.62	27.76	38.83	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"32 weeks"	"32"	14	1704.57	28.57	31.71	32.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"33 weeks"	"33"	15	1980.47	28.80	33.27	33.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"34 weeks"	"34"	20	2343.35	27.70	33.70	34.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"35 weeks"	"35"	28	2555.00	27.64	35.25	35.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"36 weeks"	"36"	54	2793.57	26.57	36.69	36.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"37 weeks"	"37"	115	3032.30	27.28	37.45	37.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"38 weeks"	"38"	337	3280.08	28.53	38.12	38.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"39 weeks"	"39"	538	3467.12	27.39	39.11	39.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"40 weeks"	"40"	473	3585.60	26.93	40.11	40.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"41 weeks"	"41"	153	3742.72	26.69	40.95	41.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"May"	"5"	"Unknown"	"99"	14	3359.50	28.38	38.50	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"June"	"6"	"34 weeks"	"34"	15	2225.73	25.33	33.20	34.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"June"	"6"	"35 weeks"	"35"	39	2440.79	27.51	35.79	35.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"June"	"6"	"36 weeks"	"36"	60	2814.50	27.88	36.77	36.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"June"	"6"	"37 weeks"	"37"	129	3032.58	26.87	37.47	37.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"June"	"6"	"38 weeks"	"38"	286	3293.05	28.00	38.43	38.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"June"	"6"	"39 weeks"	"39"	547	3463.51	27.85	39.27	39.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"June"	"6"	"40 weeks"	"40"	524	3543.21	26.75	40.07	40.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"June"	"6"	"41 weeks"	"41"	164	3657.93	26.80	40.88	41.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"June"	"6"	"Unknown"	"99"	13	3380.75	25.38	40.00	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"33 weeks"	"33"	10	2102.20	32.10	33.40	33.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"34 weeks"	"34"	25	2246.04	29.68	34.20	34.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"35 weeks"	"35"	26	2611.92	25.69	35.42	35.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"36 weeks"	"36"	55	2801.76	28.00	35.85	36.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"37 weeks"	"37"	152	3028.07	27.42	37.77	37.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"38 weeks"	"38"	303	3259.04	27.77	38.38	38.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"39 weeks"	"39"	617	3442.85	27.83	39.14	39.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"40 weeks"	"40"	502	3531.37	26.88	40.06	40.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"41 weeks"	"41"	175	3734.17	26.15	41.06	41.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"42 weeks"	"42"	13	3667.46	26.54	41.23	42.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"July"	"7"	"Unknown"	"99"	15	3506.00	28.20	37.67	Not Applicable
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"August"	"8"	"34 weeks"	"34"	19	2233.32	29.11	34.26	34.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"August"	"8"	"35 weeks"	"35"	27	2636.70	28.19	35.85	35.00
	"Unidentified Counties, NY"	"36999"	"2009"	"2009"	"August"	"8"	"36 weeks"	"36"	59	2722.61	27.90	36.46	36.00
